x,intensity
825.656,0.930723
828.227,0.936944
830.797,0.662764
833.366,0.363215
835.935,0.195268
838.503,0.118795
841.07,0.0836687
843.637,0.0707403
846.203,0.0604952
848.768,0.0578119
851.332,0.0530553
853.896,0.0492743
856.458,0.0475668
859.021,0.0453714
861.582,0.0451275
864.143,0.0459812
866.703,0.0491523
869.262,0.0441517
871.82,0.0423222
874.378,0.0419563
876.935,0.0397609
879.491,0.0397609
882.047,0.0400049
884.602,0.0374436
887.156,0.0343944
889.709,0.0375656
892.262,0.0373216
894.814,0.0376875
897.365,0.0345164
899.915,0.0345164
902.465,0.0311014
905.014,0.0320771
907.563,0.035858
910.11,0.0353702
912.657,0.0335407
915.203,0.0332967
917.748,0.0370777
920.293,0.0342725
922.837,0.0335407
925.38,0.039395
927.923,0.0375656
930.464,0.039395
933.006,0.0409806
935.546,0.0436639
938.085,0.0443957
940.624,0.0439078
943.162,0.0464691
945.7,0.0452494
948.237,0.0409806
950.773,0.0454934
953.308,0.0472009
955.842,0.0440298
958.376,0.0485425
960.909,0.0454934
963.442,0.0473228
965.973,0.0429321
968.504,0.0441517
971.035,0.0451275
973.564,0.0461032
976.093,0.0463471
978.621,0.0493963
981.148,0.0559824
983.675,0.0622027
986.201,0.0708623
988.726,0.0879376
991.251,0.120381
993.774,0.178924
996.297,0.291377
998.82,0.489938
1001.34,0.762776
1003.86,0.998658
1006.38,1
1008.9,0.715941
1011.42,0.380656
1013.94,0.181364
1016.46,0.0998902
1018.97,0.0617148
1021.49,0.0551287
1024,0.0422003
1026.52,0.0424442
1029.03,0.0422003
1031.55,0.036102
1034.06,0.0348823
1036.57,0.0392731
1039.08,0.0398829
1041.59,0.0317112
1044.1,0.0253689
1046.61,0.0325649
1049.12,0.0331748
1051.62,0.0304915
1054.13,0.0265886
1056.64,0.0284181
1059.14,0.0319551
1061.65,0.0328089
1064.15,0.0339066
1066.65,0.0329308
1069.16,0.032443
1071.66,0.0317112
1074.16,0.0293938
1076.66,0.0292719
1079.16,0.0317112
1081.66,0.028906
1084.16,0.0259788
1086.65,0.032321
1089.15,0.0273204
1091.65,0.0254909
1094.14,0.0329308
1096.64,0.0274424
1099.13,0.0240273
1101.62,0.028784
1104.12,0.0317112
1106.61,0.0298817
1109.1,0.0326869
1111.59,0.0291499
1114.08,0.0276863
1116.57,0.0276863
1119.06,0.0245152
1121.55,0.0240273
1124.03,0.0254909
1126.52,0.0247591
1129,0.0239054
1131.49,0.0247591
1133.97,0.0261007
1136.46,0.0246372
1138.94,0.025247
1141.42,0.0235395
1143.9,0.0247591
1146.38,0.0274424
1148.86,0.0293938
1151.34,0.0273204
1153.82,0.0265886
1156.3,0.0246372
1158.78,0.0232955
1161.25,0.02171
1163.73,0.0261007
1166.2,0.028906
1168.68,0.0262227
1171.15,0.0220759
1173.63,0.0261007
1176.1,0.0296378
1178.57,0.0301256
1181.04,0.0291499
1183.51,0.0276863
1185.98,0.0307355
1188.45,0.0309794
1190.92,0.0311014
1193.39,0.0342725
1195.85,0.0398829
1198.32,0.0408586
1200.78,0.0445176
1203.25,0.0501281
1205.71,0.0563483
1208.18,0.0741554
1210.64,0.0861081
1213.1,0.107452
1215.56,0.124405
1218.02,0.130016
1220.48,0.134041
1222.94,0.126113
1225.4,0.102817
1227.86,0.0793999
1230.31,0.0631784
1232.77,0.0509818
1235.23,0.043298
1237.68,0.043298
1240.14,0.0390291
1242.59,0.0389072
1245.04,0.0423222
1247.5,0.0419563
1249.95,0.0371997
1252.4,0.0350043
1254.85,0.0363459
1257.3,0.0391511
1259.75,0.0382974
1262.2,0.036102
1264.64,0.0398829
1267.09,0.0408586
1269.54,0.0406147
1271.98,0.0401268
1274.43,0.0398829
1276.87,0.0418344
1279.31,0.0378095
1281.76,0.0351262
1284.2,0.0350043
1286.64,0.0390291
1289.08,0.0362239
1291.52,0.0347603
1293.96,0.0334187
1296.4,0.0331748
1298.84,0.0290279
1301.27,0.0253689
1303.71,0.0325649
1306.15,0.0298817
1308.58,0.0285401
1311.02,0.0301256
1313.45,0.0312233
1315.88,0.0311014
1318.32,0.0292719
1320.75,0.0339066
1323.18,0.0339066
1325.61,0.0389072
1328.04,0.035858
1330.47,0.0354921
1332.9,0.0357361
1335.33,0.0353702
1337.75,0.0373216
1340.18,0.039395
1342.61,0.0402488
1345.03,0.0425662
1347.46,0.046591
1349.88,0.0474448
1352.3,0.0507379
1354.73,0.057446
1357.15,0.0619588
1359.57,0.0613489
1361.99,0.064886
1364.41,0.0679351
1366.83,0.0702525
1369.25,0.0811075
1371.66,0.0830589
1374.08,0.082815
1376.5,0.079156
1378.91,0.0903769
1381.33,0.0983047
1383.74,0.115136
1386.16,0.119527
1388.57,0.123552
1390.98,0.102939
1393.39,0.0945237
1395.8,0.0837907
1398.22,0.0761068
1400.63,0.0748872
1403.03,0.0730577
1405.44,0.0779363
1407.85,0.0870838
1410.26,0.0991584
1412.66,0.105257
1415.07,0.115624
1417.47,0.130138
1419.88,0.145749
1422.28,0.156604
1424.69,0.158556
1427.09,0.160263
1429.49,0.170509
1431.89,0.184535
1434.29,0.199658
1436.69,0.214538
1439.09,0.231248
1441.49,0.262593
1443.89,0.297475
1446.28,0.328943
1448.68,0.376997
1451.08,0.407733
1453.47,0.429809
1455.87,0.455421
1458.26,0.462495
1460.65,0.473106
1463.05,0.491401
1465.44,0.46835
1467.83,0.398707
1470.22,0.318453
1472.61,0.2432
1475,0.180754
1477.39,0.138188
1479.77,0.117941
1482.16,0.0961093
1484.55,0.0814734
1486.93,0.0728138
1489.32,0.0650079
1491.7,0.0641542
1494.09,0.0661056
1496.47,0.064764
1498.85,0.0617148
1501.24,0.0586657
1503.62,0.061105
1506,0.0623247
1508.38,0.0619588
1510.76,0.0634224
1513.14,0.0639102
1515.51,0.0674472
1517.89,0.0728138
1520.27,0.0747652
1522.64,0.0818392
1525.02,0.0847664
1527.39,0.0911087
1529.77,0.103915
1532.14,0.1216
1534.51,0.140749
1536.89,0.16624
1539.26,0.203683
1541.63,0.238688
1544,0.244054
1546.37,0.242713
1548.74,0.210635
1551.11,0.196243
1553.47,0.163678
1555.84,0.137212
1558.21,0.125625
1560.57,0.12343
1562.94,0.112453
1565.3,0.110745
1567.66,0.11416
1570.03,0.114526
1572.39,0.116478
1574.75,0.116722
1577.11,0.119649
1579.47,0.115502
1581.83,0.110989
1584.19,0.115624
1586.55,0.116356
1588.91,0.116722
1591.27,0.125869
1593.62,0.131357
1595.98,0.139041
1598.33,0.151482
1600.69,0.167825
1603.04,0.191243
1605.4,0.2171
1607.75,0.240395
1610.1,0.27479
1612.45,0.287962
1614.8,0.278449
1617.15,0.26052
1619.5,0.21405
1621.85,0.15819
1624.2,0.127333
1626.55,0.100378
1628.89,0.0793999
1631.24,0.0715941
1633.59,0.0620807
1635.93,0.0578119
1638.28,0.0481766
1640.62,0.0470789
1642.96,0.0478107
1645.3,0.0425662
1647.65,0.0413465
1649.99,0.0417124
1652.33,0.0387852
1654.67,0.0397609
1657.01,0.0385413
1659.35,0.0335407
1661.68,0.0306135
1664.02,0.0336626
1666.36,0.0391511
1668.69,0.0373216
1671.03,0.0350043
1673.36,0.0362239
1675.7,0.0378095
1678.03,0.0367118
1680.36,0.0331748
1682.7,0.0351262
1685.03,0.0380534
1687.36,0.0375656
1689.69,0.0364679
1692.02,0.0434199
1694.35,0.0434199
1696.68,0.0417124
1699,0.0475668
1701.33,0.0439078
1703.66,0.0419563
1705.98,0.0453714
1708.31,0.0524454
1710.63,0.0493963
1712.96,0.0476887
1715.28,0.0367118
1717.6,0.0370777
1719.93,0.0392731
1722.25,0.0345164
1724.57,0.03598
1726.89,0.036102
1729.21,0.0302476
1731.53,0.0300037
1733.85,0.0276863
1736.16,0.025003
1738.48,0.0242713
1740.8,0.0234175
1743.11,0.0239054
1745.43,0.0243932
1747.74,0.0230516
1750.06,0.0236614
1752.37,0.0234175
1754.68,0.0228077
1756.99,0.0202464
1759.31,0.0134163
1761.62,0.017807
1763.93,0.0195146
1766.24,0.0206123
1768.55,0.0184169
1770.85,0.021588
1773.16,0.0247591
1775.47,0.0197585
1777.77,0.0241493
1780.08,0.0163435
1782.39,0.0189047
1784.69,0.0229296
1786.99,0.0176851
1789.3,0.0201244
1791.6,0.0150018
1793.9,0.01427
1796.2,0.0126845
1798.5,0.0112209
1800.8,0.0204903
1803.1,0.0160995
1805.4,0.0204903
1807.7,0.0213441
1810,0.0221978
1812.3,0.0202464
1814.59,0.0203683
1816.89,0.0190267
1819.18,0.0206123
1821.48,0.0235395
1823.77,0.0230516
1826.06,0.0211001
1828.36,0.0191487
1830.65,0.0186608
1832.94,0.0185388
1835.23,0.0185388
1837.52,0.0164654
1839.81,0.0168313
1842.1,0.0140261
1844.39,0.0184169
1846.68,0.0270765
1848.96,0.0190267
1851.25,0.0163435
1853.54,0.0164654
1855.82,0.0153677
1858.11,0.0206123
1860.39,0.0197585
1862.67,0.0230516
1864.96,0.0207342
1867.24,0.0158556
1869.52,0.0160995
1871.8,0.0208562
1874.08,0.0200024
1876.36,0.0197585
1878.64,0.0237834
1880.92,0.0239054
1883.2,0.017929
1885.47,0.025247
1887.75,0.025125
1890.03,0.0181729
1892.3,0.025125
1894.58,0.0186608
1896.85,0.0209782
1899.13,0.0197585
1901.4,0.017929
1903.67,0.0174412
1905.94,0.0171972
1908.21,0.018051
1910.48,0.0193926
1912.75,0.0160995
1915.02,0.0140261
1917.29,0.0154897
1919.56,0.0136602
1921.83,0.0160995
1924.1,0.0164654
1926.36,0.0165874
1928.63,0.0191487
1930.89,0.0164654
1933.16,0.0181729
1935.42,0.018051
1937.68,0.0173192
1939.95,0.0164654
1942.21,0.0123186
1944.47,0.0186608
1946.73,0.0204903
1948.99,0.0213441
1951.25,0.021588
1953.51,0.02171
1955.77,0.0163435
1958.03,0.0170753
1960.28,0.018051
1962.54,0.0169533
1964.8,0.0168313
1967.05,0.0136602
1969.31,0.0158556
1971.56,0.0190267
1973.81,0.0226857
1976.07,0.0203683
1978.32,0.0160995
1980.57,0.0130504
1982.82,0.0140261
1985.07,0.0128064
1987.32,0.014392
1989.57,0.0196365
1991.82,0.0181729
1994.07,0.0157336
1996.32,0.0132943
1998.56,0.010855
2000.81,0.014392
2003.06,0.0174412
2005.3,0.0137822
2007.54,0.0101232
2009.79,0.0137822
2012.03,0.0150018
2014.27,0.0156117
2016.52,0.0141481
2018.76,0.0102452
2021,0.0129284
2023.24,0.0195146
2025.48,0.0169533
2027.72,0.0119527
2029.96,0.0176851
2032.2,0.0130504
2034.43,0.014514
2036.67,0.017807
2038.91,0.014514
2041.14,0.0171972
2043.38,0.0119527
2045.61,0.0189047
2047.84,0.017807
2050.08,0.0162215
2052.31,0.0182949
2054.54,0.0118307
2056.77,0.0174412
2059,0.0113428
2061.23,0.0152458
2063.46,0.0174412
2065.69,0.0135382
2067.92,0.0152458
2070.15,0.0167094
2072.38,0.0139041
2074.6,0.0120746
2076.83,0.0103671
2079.05,0.0152458
2081.28,0.0146359
2083.5,0.0148799
2085.73,0.0176851
2087.95,0.0146359
2090.17,0.0130504
2092.39,0.0137822
2094.62,0.0171972
2096.84,0.0150018
2099.06,0.0134163
2101.28,0.0137822
2103.5,0.0175631
2105.71,0.0171972
2107.93,0.0153677
2110.15,0.0176851
2112.37,0.0132943
2114.58,0.0147579
2116.8,0.0176851
2119.01,0.0192706
2121.23,0.0191487
2123.44,0.0160995
2125.65,0.0104891
2127.87,0.0112209
2130.08,0.0146359
2132.29,0.0135382
2134.5,0.0198805
2136.71,0.0185388
2138.92,0.017807
2141.13,0.0151238
2143.34,0.0182949
2145.54,0.0169533
2147.75,0.0190267
2149.96,0.0196365
2152.16,0.0131723
2154.37,0.0137822
2156.57,0.0163435
2158.78,0.0110989
2160.98,0.0157336
2163.19,0.0201244
2165.39,0.0173192
2167.59,0.0135382
2169.79,0.0159776
2171.99,0.0176851
2174.19,0.0174412
2176.39,0.0158556
2178.59,0.0118307
2180.79,0.0103671
2182.99,0.0109769
2185.18,0.0169533
2187.38,0.0197585
2189.58,0.0163435
2191.77,0.0126845
2193.97,0.014514
2196.16,0.0190267
2198.36,0.0162215
2200.55,0.0114648
2202.74,0.0153677
2204.93,0.014514
2207.13,0.0159776
2209.32,0.0181729
2211.51,0.0176851
2213.7,0.0104891
2215.89,0.021466
2218.07,0.00951336
2220.26,0.0241493
2222.45,0.0169533
2224.64,0.014514
2226.82,0.0157336
2229.01,0.0124405
2231.19,0.0146359
2233.38,0.0126845
2235.56,0.0139041
2237.75,0.0147579
2239.93,0.0173192
2242.11,0.0157336
2244.29,0.018051
2246.47,0.0139041
2248.65,0.0124405
2250.83,0.0121966
2253.01,0.0167094
2255.19,0.0158556
2257.37,0.0123186
2259.55,0.0182949
2261.73,0.0193926
2263.9,0.0159776
2266.08,0.0150018
2268.25,0.0160995
2270.43,0.0134163
2272.6,0.0148799
2274.78,0.0152458
2276.95,0.0146359
2279.12,0.0148799
2281.29,0.0147579
2283.46,0.0126845
2285.64,0.010733
2287.81,0.0134163
2289.98,0.00890352
2292.14,0.0130504
2294.31,0.0140261
2296.48,0.0134163
2298.65,0.01427
2300.82,0.0186608
2302.98,0.0167094
2305.15,0.0168313
2307.31,0.0168313
2309.48,0.0153677
2311.64,0.0157336
2313.8,0.0176851
2315.97,0.0135382
2318.13,0.00963532
2320.29,0.0103671
2322.45,0.0146359
2324.61,0.018051
2326.77,0.014514
2328.93,0.014392
2331.09,0.0134163
2333.25,0.00987925
2335.41,0.00707403
2337.56,0.00939139
2339.72,0.0115868
2341.88,0.0153677
2344.03,0.0148799
2346.19,0.0163435
2348.34,0.0167094
2350.5,0.0181729
2352.65,0.0189047
2354.8,0.0202464
2356.95,0.0191487
2359.1,0.0153677
2361.26,0.0170753
2363.41,0.017929
2365.56,0.01427
2367.71,0.0154897
2369.85,0.0159776
2372,0.0118307
2374.15,0.0100012
2376.3,0.0130504
2378.44,0.0160995
2380.59,0.0132943
2382.73,0.0174412
2384.88,0.0202464
2387.02,0.0165874
2389.17,0.014514
2391.31,0.017929
2393.45,0.0168313
2395.59,0.0164654
2397.74,0.0176851
2399.88,0.0141481
2402.02,0.0168313
2404.16,0.0174412
2406.3,0.0189047
2408.43,0.0165874
2410.57,0.0176851
2412.71,0.0128064
2414.85,0.0175631
2416.98,0.0141481
2419.12,0.0121966
2421.26,0.00841566
2423.39,0.0113428
2425.52,0.0124405
2427.66,0.0154897
2429.79,0.0131723
2431.92,0.0168313
2434.06,0.0153677
2436.19,0.0137822
2438.32,0.01427
2440.45,0.0126845
2442.58,0.0134163
2444.71,0.0132943
2446.84,0.0151238
2448.96,0.0163435
2451.09,0.0154897
2453.22,0.0136602
2455.34,0.0121966
2457.47,0.0137822
2459.6,0.0123186
2461.72,0.0158556
2463.84,0.0146359
2465.97,0.0129284
2468.09,0.0130504
2470.21,0.0173192
2472.34,0.0134163
2474.46,0.0147579
2476.58,0.014514
2478.7,0.0163435
2480.82,0.0141481
2482.94,0.0123186
2485.06,0.0132943
2487.17,0.0167094
2489.29,0.014514
2491.41,0.0156117
2493.53,0.0170753
2495.64,0.0148799
2497.76,0.0124405
2499.87,0.014514
2501.99,0.0118307
2504.1,0.0109769
2506.21,0.0159776
2508.33,0.0162215
2510.44,0.0147579
2512.55,0.014392
2514.66,0.0152458
2516.77,0.0141481
2518.88,0.0151238
2520.99,0.0136602
2523.1,0.0141481
2525.21,0.0171972
2527.31,0.0147579
2529.42,0.0151238
2531.53,0.0163435
2533.63,0.0191487
2535.74,0.01427
2537.84,0.0162215
2539.95,0.0187828
2542.05,0.0184169
2544.16,0.0154897
2546.26,0.0167094
2548.36,0.0182949
2550.46,0.0148799
2552.56,0.0157336
2554.66,0.0170753
2556.76,0.0213441
2558.86,0.0220759
2560.96,0.0175631
2563.06,0.0186608
2565.16,0.0181729
2567.26,0.0163435
2569.35,0.017807
2571.45,0.0191487
2573.55,0.0182949
2575.64,0.0174412
2577.74,0.017807
2579.83,0.0148799
2581.92,0.0164654
2584.02,0.018051
2586.11,0.0136602
2588.2,0.0158556
2590.29,0.010855
2592.38,0.0173192
2594.47,0.0147579
2596.56,0.0106111
2598.65,0.0152458
2600.74,0.0125625
2602.83,0.0164654
2604.92,0.0169533
2607,0.0154897
2609.09,0.0171972
2611.18,0.0154897
2613.26,0.0135382
2615.35,0.0139041
2617.43,0.0182949
2619.52,0.0171972
2621.6,0.018051
2623.68,0.0211001
2625.76,0.0192706
2627.85,0.0159776
2629.93,0.0208562
2632.01,0.0232955
2634.09,0.0236614
2636.17,0.0271984
2638.25,0.0243932
2640.33,0.0230516
2642.4,0.0236614
2644.48,0.0236614
2646.56,0.0231736
2648.63,0.0225637
2650.71,0.0225637
2652.79,0.0234175
2654.86,0.0246372
2656.93,0.0276863
2659.01,0.0236614
2661.08,0.0224418
2663.15,0.0234175
2665.23,0.0232955
2667.3,0.021466
2669.37,0.0185388
2671.44,0.0141481
2673.51,0.017929
2675.58,0.0141481
2677.65,0.0195146
2679.72,0.0206123
2681.78,0.0182949
2683.85,0.0169533
2685.92,0.017929
2687.99,0.0200024
2690.05,0.0184169
2692.12,0.0169533
2694.18,0.0117087
2696.24,0.0168313
2698.31,0.017929
2700.37,0.0157336
2702.43,0.017929
2704.5,0.0197585
2706.56,0.0163435
2708.62,0.0176851
2710.68,0.0184169
2712.74,0.0156117
2714.8,0.01427
2716.86,0.0128064
2718.92,0.0193926
2720.97,0.0195146
2723.03,0.0203683
2725.09,0.0213441
2727.14,0.0162215
2729.2,0.0198805
2731.26,0.0228077
2733.31,0.0206123
2735.36,0.0182949
2737.42,0.021588
2739.47,0.0209782
2741.52,0.0235395
2743.58,0.0231736
2745.63,0.0198805
2747.68,0.0240273
2749.73,0.0223198
2751.78,0.0202464
2753.83,0.0220759
2755.88,0.0208562
2757.93,0.0162215
2759.97,0.0192706
2762.02,0.0164654
2764.07,0.0146359
2766.11,0.0164654
2768.16,0.0171972
2770.2,0.0193926
2772.25,0.0182949
2774.29,0.0173192
2776.34,0.017929
2778.38,0.0170753
2780.42,0.0209782
2782.47,0.021466
2784.51,0.0223198
2786.55,0.0219539
2788.59,0.0184169
2790.63,0.0150018
2792.67,0.0151238
2794.71,0.0175631
2796.75,0.0203683
2798.78,0.025003
2800.82,0.0200024
2802.86,0.0171972
2804.89,0.0219539
2806.93,0.017807
2808.97,0.0218319
2811,0.0208562
2813.03,0.0189047
2815.07,0.0235395
2817.1,0.0228077
2819.13,0.0236614
2821.17,0.0237834
2823.2,0.0273204
2825.23,0.0303696
2827.26,0.0239054
2829.29,0.0253689
2831.32,0.021466
2833.35,0.0219539
2835.38,0.0220759
2837.41,0.02171
2839.43,0.0236614
2841.46,0.0232955
2843.49,0.0285401
2845.51,0.0278083
2847.54,0.0247591
2849.56,0.0248811
2851.59,0.0268325
2853.61,0.0276863
2855.64,0.0264666
2857.66,0.0274424
2859.68,0.0291499
2861.7,0.0298817
2863.73,0.0319551
2865.75,0.0296378
2867.77,0.0263447
2869.79,0.0330528
2871.81,0.0309794
2873.82,0.0367118
2875.84,0.03598
2877.86,0.0318332
2879.88,0.0343944
2881.9,0.0357361
2883.91,0.0342725
2885.93,0.0352482
2887.94,0.0325649
2889.96,0.0413465
2891.97,0.0439078
2893.99,0.0414685
2896,0.0408586
2898.01,0.0382974
2900.02,0.039517
2902.04,0.0447616
2904.05,0.0457373
2906.06,0.0437858
2908.07,0.0461032
2910.08,0.0534211
2912.09,0.0569582
2914.1,0.0541529
2916.1,0.053909
2918.11,0.0564703
2920.12,0.0536651
2922.13,0.0548847
2924.13,0.053909
2926.14,0.0517136
2928.14,0.0514697
2930.15,0.050494
2932.15,0.0436639
2934.15,0.0448835
2936.16,0.0419563
2938.16,0.0439078
2940.16,0.0417124
2942.16,0.0428101
2944.17,0.0413465
2946.17,0.0409806
2948.17,0.0391511
2950.17,0.0354921
2952.16,0.0418344
2954.16,0.043054
2956.16,0.0386633
2958.16,0.0400049
2960.16,0.0378095
2962.15,0.0374436
2964.15,0.0380534
2966.14,0.0408586
2968.14,0.0402488
2970.13,0.0328089
2972.13,0.0370777
2974.12,0.0357361
2976.11,0.0354921
2978.11,0.0362239
2980.1,0.0352482
2982.09,0.0363459
2984.08,0.0311014
2986.07,0.0290279
2988.06,0.0311014
2990.05,0.0317112
2992.04,0.0276863
2994.03,0.028906
2996.02,0.0328089
2998,0.0313453
2999.99,0.0285401
3001.98,0.0271984
3003.96,0.0270765
3005.95,0.0258568
3007.93,0.0246372
3009.92,0.0282961
3011.9,0.0270765
3013.89,0.0265886
3015.87,0.0268325
3017.85,0.0257348
3019.83,0.0232955
3021.82,0.0254909
3023.8,0.02171
3025.78,0.0218319
3027.76,0.0256129
3029.74,0.0246372
3031.72,0.0225637
3033.69,0.0208562
3035.67,0.0213441
3037.65,0.02171
3039.63,0.0231736
3041.6,0.0237834
3043.58,0.0225637
3045.56,0.0267106
3047.53,0.025247
3049.51,0.0246372
3051.48,0.0248811
3053.45,0.0262227
3055.43,0.0276863
3057.4,0.025125
3059.37,0.0296378
3061.34,0.0315892
3063.31,0.032443
3065.28,0.035858
3067.25,0.0419563
3069.22,0.0481766
3071.19,0.0525674
3073.16,0.0585437
3075.13,0.0614709
3077.1,0.0662276
3079.06,0.0722039
3081.03,0.0763508
3083,0.0815953
3084.96,0.0854982
3086.93,0.0876936
3088.89,0.0858641
3090.86,0.082693
3092.82,0.0778144
3094.78,0.0743993
3096.75,0.0687889
3098.71,0.0569582
3100.67,0.0573241
3102.63,0.0556165
3104.59,0.0482986
3106.55,0.0409806
3108.51,0.0403708
3110.47,0.0387852
3112.43,0.0390291
3114.39,0.0335407
3116.35,0.0319551
3118.31,0.0293938
3120.26,0.0319551
3122.22,0.0331748
3124.17,0.0273204
3126.13,0.0304915
3128.08,0.0235395
3130.04,0.0224418
3131.99,0.025247
